Review,Rating,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,Label
"sebenernya sudah bagus cuman pas main pvp hadeh ampun bngt jaringannya, pdahal kalo buat pake main game lain ok"" saja jaringannya",1,sebenernya sudah bagus cuman pas main pvp hadeh ampun bngt jaringannya pdahal kalo buat pake main game lain ok saja jaringannya,sebenernya sudah bagus cuman pas main pvp hadeh ampun bngt jaringannya pdahal kalo buat pake main game lain ok saja jaringannya,sebenernya sudah bagus cuman pas main pvp hadeh ampun bngt jaringannya pdahal kalau buat pakai main game lain ok saja jaringannya,"['sebenernya', 'sudah', 'bagus', 'cuman', 'pas', 'main', 'pvp', 'hadeh', 'ampun', 'bngt', 'jaringannya', 'pdahal', 'kalau', 'buat', 'pakai', 'main', 'game', 'lain', 'ok', 'saja', 'jaringannya']","['sebenernya', 'bagus', 'cuman', 'pas', 'main', 'pvp', 'hadeh', 'ampun', 'bngt', 'jaringannya', 'pdahal', 'pakai', 'main', 'game', 'ok', 'jaringannya']",sebenernya bagus cuman pas main pvp hadeh ampun bngt jaringannya pdahal pakai main game ok jaringannya,positive
game smpah lag mulu kalau mau ngegolin,1,game smpah lag mulu kalau mau ngegolin,game smpah lag mulu kalau mau ngegolin,game smpah lambat melulu kalau mau ngegolin,"['game', 'smpah', 'lambat', 'melulu', 'kalau', 'mau', 'ngegolin']","['game', 'smpah', 'lambat', 'melulu', 'ngegolin']",game smpah lambat melulu ngegolin,neutral
"banyak script ... online macth yang harus diperbaiki ini mah sllu delay parah, walau snapdaragon 8 ke atas jg harus stabil sinyal server ini mah. padahal game sudah bagus. pemain epic gacha jutaan kalah sama bansos. parah",3,banyak script  online macth yang harus diperbaiki ini mah sllu delay parah walau snapdaragon  ke atas jg harus stabil sinyal server ini mah padahal game sudah bagus pemain epic gacha jutaan kalah sama bansos parah,banyak script  online macth yang harus diperbaiki ini mah sllu delay parah walau snapdaragon  ke atas jg harus stabil sinyal server ini mah padahal game sudah bagus pemain epic gacha jutaan kalah sama bansos parah,banyak script online macth yang harus diperbaiki ini mah sllu delay parah walau snapdaragon ke atas juga harus stabil koneksi server ini mah padahal game sudah bagus pemain epic gacha jutaan kalah sama bansos parah,"['banyak', 'script', 'online', 'macth', 'yang', 'harus', 'diperbaiki', 'ini', 'mah', 'sllu', 'delay', 'parah', 'walau', 'snapdaragon', 'ke', 'atas', 'juga', 'harus', 'stabil', 'koneksi', 'server', 'ini', 'mah', 'padahal', 'game', 'sudah', 'bagus', 'pemain', 'epic', 'gacha', 'jutaan', 'kalah', 'sama', 'bansos', 'parah']","['script', 'online', 'macth', 'diperbaiki', 'mah', 'sllu', 'delay', 'parah', 'snapdaragon', 'stabil', 'koneksi', 'server', 'mah', 'game', 'bagus', 'pemain', 'epic', 'gacha', 'jutaan', 'kalah', 'bansos', 'parah']",script online macth diperbaiki mah sllu delay parah snapdaragon stabil koneksi server mah game bagus pemain epic gacha jutaan kalah bansos parah,negative
"Tolong lah konami benerin masalah jaringan. Masa lagi main divisi tiba tiba selalu Log out dari permainan, Ini bukan sekali-dua kali. Ini udah berkali-kali. Ini bikin kami sebagai player terganggu dan tidak nyaman saat bermain game. Divisi kami jadi turun secara cuma cuma. Mohon perbaikan secepatnya.",1,Tolong lah konami benerin masalah jaringan Masa lagi main divisi tiba tiba selalu Log out dari permainan Ini bukan sekalidua kali Ini udah berkalikali Ini bikin kami sebagai player terganggu dan tidak nyaman saat bermain game Divisi kami jadi turun secara cuma cuma Mohon perbaikan secepatnya,tolong lah konami benerin masalah jaringan masa lagi main divisi tiba tiba selalu log out dari permainan ini bukan sekalidua kali ini udah berkalikali ini bikin kami sebagai player terganggu dan tidak nyaman saat bermain game divisi kami jadi turun secara cuma cuma mohon perbaikan secepatnya,tolong lah konami benerin masalah jaringan masa lagi main divisi tiba tiba selalu log out dari permainan ini bukan sekalidua kali ini sudah berkalikali ini bikin kami sebagai player terganggu dan tidak nyaman saat bermain game divisi kami jadi turun secara cuma cuma mohon perbaikan secepatnya,"['tolong', 'lah', 'konami', 'benerin', 'masalah', 'jaringan', 'masa', 'lagi', 'main', 'divisi', 'tiba', 'tiba', 'selalu', 'log', 'out', 'dari', 'permainan', 'ini', 'bukan', 'sekalidua', 'kali', 'ini', 'sudah', 'berkalikali', 'ini', 'bikin', 'kami', 'sebagai', 'player', 'terganggu', 'dan', 'tidak', 'nyaman', 'saat', 'bermain', 'game', 'divisi', 'kami', 'jadi', 'turun', 'secara', 'cuma', 'cuma', 'mohon', 'perbaikan', 'secepatnya']","['tolong', 'konami', 'benerin', 'jaringan', 'main', 'divisi', 'log', 'permainan', 'sekalidua', 'kali', 'berkalikali', 'bikin', 'player', 'terganggu', 'nyaman', 'bermain', 'game', 'divisi', 'turun', 'mohon', 'perbaikan', 'secepatnya']",tolong konami benerin jaringan main divisi log permainan sekalidua kali berkalikali bikin player terganggu nyaman bermain game divisi turun mohon perbaikan secepatnya,positive
"ini game sudah di setting siapa yang menang, apalagi kalo ketemu squad gg squadmu bansos udah pasti dikalahin",1,ini game sudah di setting siapa yang menang apalagi kalo ketemu squad gg squadmu bansos udah pasti dikalahin,ini game sudah di setting siapa yang menang apalagi kalo ketemu squad gg squadmu bansos udah pasti dikalahin,ini game sudah di atur siapa yang menang apalagi kalau ketemu squad gg squadmu bansos sudah pasti dikalahin,"['ini', 'game', 'sudah', 'di', 'atur', 'siapa', 'yang', 'menang', 'apalagi', 'kalau', 'ketemu', 'squad', 'gg', 'squadmu', 'bansos', 'sudah', 'pasti', 'dikalahin']","['game', 'atur', 'menang', 'ketemu', 'squad', 'gg', 'squadmu', 'bansos', 'dikalahin']",game atur menang ketemu squad gg squadmu bansos dikalahin,positive
"Server Sampah, ga pernah di benerin. padahal game kaya",1,Server Sampah ga pernah di benerin padahal game kaya,server sampah ga pernah di benerin padahal game kaya,server sampah ga pernah di benerin padahal game kaya,"['server', 'sampah', 'ga', 'pernah', 'di', 'benerin', 'padahal', 'game', 'kaya']","['server', 'sampah', 'benerin', 'game', 'kaya']",server sampah benerin game kaya,negative
Teruntuk developer terhormat tolong adakan BAL dong Become A Legend kayak nya seru dengan gameplay mobile meskipun offline,4,Teruntuk developer terhormat tolong adakan BAL dong Become A Legend kayak nya seru dengan gameplay mobile meskipun offline,teruntuk developer terhormat tolong adakan bal dong become a legend kayak nya seru dengan gameplay mobile meskipun offline,teruntuk developer terhormat tolong adakan bal dong become a legend kayak nya seru dengan gameplay mobile meskipun offline,"['teruntuk', 'developer', 'terhormat', 'tolong', 'adakan', 'bal', 'dong', 'become', 'a', 'legend', 'kayak', 'nya', 'seru', 'dengan', 'gameplay', 'mobile', 'meskipun', 'offline']","['teruntuk', 'developer', 'terhormat', 'tolong', 'adakan', 'bal', 'become', 'legend', 'kayak', 'seru', 'gameplay', 'mobile', 'offline']",teruntuk developer terhormat tolong adakan bal become legend kayak seru gameplay mobile offline,negative
tolong dong adain liga indonesia dan adakan fitur become league bisa jadi kiper,4,tolong dong adain liga indonesia dan adakan fitur become league bisa jadi kiper,tolong dong adain liga indonesia dan adakan fitur become league bisa jadi kiper,tolong dong adain liga indonesia dan adakan fitur become league bisa jadi kiper,"['tolong', 'dong', 'adain', 'liga', 'indonesia', 'dan', 'adakan', 'fitur', 'become', 'league', 'bisa', 'jadi', 'kiper']","['tolong', 'adain', 'liga', 'indonesia', 'adakan', 'fitur', 'become', 'league', 'kiper']",tolong adain liga indonesia adakan fitur become league kiper,positive
untuk developer untuk animasi pergantian pemain nya tolong munculin masa gimana sebagus ini gaada kaya gituan,5,untuk developer untuk animasi pergantian pemain nya tolong munculin masa gimana sebagus ini gaada kaya gituan,untuk developer untuk animasi pergantian pemain nya tolong munculin masa gimana sebagus ini gaada kaya gituan,untuk developer untuk animasi pergantian pemain nya tolong munculin masa bagaimana sebagus ini tidak ada uang kaya gituan,"['untuk', 'developer', 'untuk', 'animasi', 'pergantian', 'pemain', 'nya', 'tolong', 'munculin', 'masa', 'bagaimana', 'sebagus', 'ini', 'tidak', 'ada', 'uang', 'kaya', 'gituan']","['developer', 'animasi', 'pergantian', 'pemain', 'tolong', 'munculin', 'sebagus', 'uang', 'kaya', 'gituan']",developer animasi pergantian pemain tolong munculin sebagus uang kaya gituan,negative
"main dengan pvp atau devisi sangat berat,, jadi makin malas main game ini",1,main dengan pvp atau devisi sangat berat jadi makin malas main game ini,main dengan pvp atau devisi sangat berat jadi makin malas main game ini,main dengan pvp atau devisi sangat berat jadi makin malas main game ini,"['main', 'dengan', 'pvp', 'atau', 'devisi', 'sangat', 'berat', 'jadi', 'makin', 'malas', 'main', 'game', 'ini']","['main', 'pvp', 'devisi', 'berat', 'malas', 'main', 'game']",main pvp devisi berat malas main game,negative
bagus bangetttt,5,bagus bangetttt,bagus bangetttt,bagus bangetttt,"['bagus', 'bangetttt']","['bagus', 'bangetttt']",bagus bangetttt,negative
mantul we,5,mantul we,mantul we,mantul we,"['mantul', 'we']",['mantul'],mantul,neutral
"tolong perbaiki masa sinyal bagus tapi pas main Mlah ngeleg, dan fitur saran tolong di hilangkan ganggu",5,tolong perbaiki masa sinyal bagus tapi pas main Mlah ngeleg dan fitur saran tolong di hilangkan ganggu,tolong perbaiki masa sinyal bagus tapi pas main mlah ngeleg dan fitur saran tolong di hilangkan ganggu,tolong perbaiki masa koneksi bagus tapi pas main malah lambat dan fitur saran tolong di hilangkan ganggu,"['tolong', 'perbaiki', 'masa', 'koneksi', 'bagus', 'tapi', 'pas', 'main', 'malah', 'lambat', 'dan', 'fitur', 'saran', 'tolong', 'di', 'hilangkan', 'ganggu']","['tolong', 'perbaiki', 'koneksi', 'bagus', 'pas', 'main', 'lambat', 'fitur', 'saran', 'tolong', 'hilangkan', 'ganggu']",tolong perbaiki koneksi bagus pas main lambat fitur saran tolong hilangkan ganggu,negative
"Update Tiap Minggu, Tapi urusan server tetap saja mengecewakan, terlebih juga dengan adanya Smart Assist, sangat berat main divisi ketemu S.A jaringan seketika ngelag Segera hapus fitur Smart Assist dan perbaiki lagi server sehingga nyaman bermain efootball",1,Update Tiap Minggu Tapi urusan server tetap saja mengecewakan terlebih juga dengan adanya Smart Assist sangat berat main divisi ketemu SA jaringan seketika ngelag Segera hapus fitur Smart Assist dan perbaiki lagi server sehingga nyaman bermain efootball,update tiap minggu tapi urusan server tetap saja mengecewakan terlebih juga dengan adanya smart assist sangat berat main divisi ketemu sa jaringan seketika ngelag segera hapus fitur smart assist dan perbaiki lagi server sehingga nyaman bermain efootball,update tiap minggu tapi urusan server tetap saja mengecewakan terlebih juga dengan adanya smart assist sangat berat main divisi ketemu sa jaringan seketika lambat segera hapus fitur smart assist dan perbaiki lagi server sehingga nyaman bermain efootball,"['update', 'tiap', 'minggu', 'tapi', 'urusan', 'server', 'tetap', 'saja', 'mengecewakan', 'terlebih', 'juga', 'dengan', 'adanya', 'smart', 'assist', 'sangat', 'berat', 'main', 'divisi', 'ketemu', 'sa', 'jaringan', 'seketika', 'lambat', 'segera', 'hapus', 'fitur', 'smart', 'assist', 'dan', 'perbaiki', 'lagi', 'server', 'sehingga', 'nyaman', 'bermain', 'efootball']","['update', 'minggu', 'urusan', 'server', 'mengecewakan', 'smart', 'assist', 'berat', 'main', 'divisi', 'ketemu', 'sa', 'jaringan', 'lambat', 'hapus', 'fitur', 'smart', 'assist', 'perbaiki', 'server', 'nyaman', 'bermain', 'efootball']",update minggu urusan server mengecewakan smart assist berat main divisi ketemu sa jaringan lambat hapus fitur smart assist perbaiki server nyaman bermain efootball,negative
"masa yg sudah lisensi hanya Barcelona, Manchester united, dan Arsenal, PSG Bayern Muenchen, dan Borussia Dortmund dll tolong Real Madrid dijadikan lisensi",5,masa yg sudah lisensi hanya Barcelona Manchester united dan Arsenal PSG Bayern Muenchen dan Borussia Dortmund dll tolong Real Madrid dijadikan lisensi,masa yg sudah lisensi hanya barcelona manchester united dan arsenal psg bayern muenchen dan borussia dortmund dll tolong real madrid dijadikan lisensi,masa yang sudah lisensi hanya barcelona manchester united dan arsenal psg bayern muenchen dan borussia dortmund dan lain-lain tolong real madrid dijadikan lisensi,"['masa', 'yang', 'sudah', 'lisensi', 'hanya', 'barcelona', 'manchester', 'united', 'dan', 'arsenal', 'psg', 'bayern', 'muenchen', 'dan', 'borussia', 'dortmund', 'dan', 'lain-lain', 'tolong', 'real', 'madrid', 'dijadikan', 'lisensi']","['lisensi', 'barcelona', 'manchester', 'united', 'arsenal', 'psg', 'bayern', 'muenchen', 'borussia', 'dortmund', 'lain-lain', 'tolong', 'real', 'madrid', 'dijadikan', 'lisensi']",lisensi barcelona manchester united arsenal psg bayern muenchen borussia dortmund lain-lain tolong real madrid dijadikan lisensi,positive
game terbagusss ini mahhh,5,game terbagusss ini mahhh,game terbagusss ini mahhh,game terbagusss ini mahhh,"['game', 'terbagusss', 'ini', 'mahhh']","['game', 'terbagusss', 'mahhh']",game terbagusss mahhh,positive
"game babi, buat developer tolong perbaiki lah bug kursor kadang gak kepencet udah lama main tapi gak pernah dibenerin",1,game babi buat developer tolong perbaiki lah bug kursor kadang gak kepencet udah lama main tapi gak pernah dibenerin,game babi buat developer tolong perbaiki lah bug kursor kadang gak kepencet udah lama main tapi gak pernah dibenerin,game babi buat developer tolong perbaiki lah bug kursor kadang gak kepencet sudah lama main tapi gak pernah dibenerin,"['game', 'babi', 'buat', 'developer', 'tolong', 'perbaiki', 'lah', 'bug', 'kursor', 'kadang', 'gak', 'kepencet', 'sudah', 'lama', 'main', 'tapi', 'gak', 'pernah', 'dibenerin']","['game', 'babi', 'developer', 'tolong', 'perbaiki', 'bug', 'kursor', 'kadang', 'kepencet', 'main', 'dibenerin']",game babi developer tolong perbaiki bug kursor kadang kepencet main dibenerin,neutral
"game kikir,udah kikir dikasih lawan gak ngotak smart assist hapus aja itu khusus lawan ai lah curang banget dari tempat yang umpan seharusnya gak dapet bola tiba tiba dapet itu smart assist hanya untuk orang bot aja dan juga system lu masih dongo sok sok an update seminggu sekali,system lu harus perbaiki yang bener tiba tiba banget pemain bek gw diem di tempat script system",1,game kikirudah kikir dikasih lawan gak ngotak smart assist hapus aja itu khusus lawan ai lah curang banget dari tempat yang umpan seharusnya gak dapet bola tiba tiba dapet itu smart assist hanya untuk orang bot aja dan juga system lu masih dongo sok sok an update seminggu sekalisystem lu harus perbaiki yang bener tiba tiba banget pemain bek gw diem di tempat script system,game kikirudah kikir dikasih lawan gak ngotak smart assist hapus aja itu khusus lawan ai lah curang banget dari tempat yang umpan seharusnya gak dapet bola tiba tiba dapet itu smart assist hanya untuk orang bot aja dan juga system lu masih dongo sok sok an update seminggu sekalisystem lu harus perbaiki yang bener tiba tiba banget pemain bek gw diem di tempat script system,game kikirudah kikir dikasih lawan gak ngotak smart assist hapus saja itu khusus lawan ai lah curang banget dari tempat yang umpan seharusnya gak dapat bola tiba tiba dapat itu smart assist hanya untuk orang bot saja dan juga system kamu masih dongo sok sok an update seminggu sekalisystem kamu harus perbaiki yang benar tiba tiba banget pemain bek saya diem di tempat script system,"['game', 'kikirudah', 'kikir', 'dikasih', 'lawan', 'gak', 'ngotak', 'smart', 'assist', 'hapus', 'saja', 'itu', 'khusus', 'lawan', 'ai', 'lah', 'curang', 'banget', 'dari', 'tempat', 'yang', 'umpan', 'seharusnya', 'gak', 'dapat', 'bola', 'tiba', 'tiba', 'dapat', 'itu', 'smart', 'assist', 'hanya', 'untuk', 'orang', 'bot', 'saja', 'dan', 'juga', 'system', 'kamu', 'masih', 'dongo', 'sok', 'sok', 'an', 'update', 'seminggu', 'sekalisystem', 'kamu', 'harus', 'perbaiki', 'yang', 'benar', 'tiba', 'tiba', 'banget', 'pemain', 'bek', 'saya', 'diem', 'di', 'tempat', 'script', 'system']","['game', 'kikirudah', 'kikir', 'dikasih', 'lawan', 'ngotak', 'smart', 'assist', 'hapus', 'khusus', 'lawan', 'ai', 'curang', 'banget', 'umpan', 'bola', 'smart', 'assist', 'orang', 'bot', 'system', 'dongo', 'sok', 'sok', 'update', 'seminggu', 'sekalisystem', 'perbaiki', 'banget', 'pemain', 'bek', 'diem', 'script', 'system']",game kikirudah kikir dikasih lawan ngotak smart assist hapus khusus lawan ai curang banget umpan bola smart assist orang bot system dongo sok sok update seminggu sekalisystem perbaiki banget pemain bek diem script system,negative
sering kali ngeleg asal main selalu gak bagus patah patah kalau main multiplayer,1,sering kali ngeleg asal main selalu gak bagus patah patah kalau main multiplayer,sering kali ngeleg asal main selalu gak bagus patah patah kalau main multiplayer,sering kali lambat asal main selalu gak bagus patah patah kalau main multiplayer,"['sering', 'kali', 'lambat', 'asal', 'main', 'selalu', 'gak', 'bagus', 'patah', 'patah', 'kalau', 'main', 'multiplayer']","['kali', 'lambat', 'main', 'bagus', 'patah', 'patah', 'main', 'multiplayer']",kali lambat main bagus patah patah main multiplayer,negative
wasitnya terlalu 🐶🐶,2,wasitnya terlalu,wasitnya terlalu,wasitnya terlalu,"['wasitnya', 'terlalu']",['wasitnya'],wasitnya,neutral
di perbaiki dulu jaringanya,1,di perbaiki dulu jaringanya,di perbaiki dulu jaringanya,di perbaiki dulu jaringanya,"['di', 'perbaiki', 'dulu', 'jaringanya']","['perbaiki', 'jaringanya']",perbaiki jaringanya,neutral
gem ini sangat bagus untuk dimainkan dan bagai anak kecil maupun dewasa sangat menghibur saat kita kesepian maupun galu daan sangan membantu mencari teman,3,gem ini sangat bagus untuk dimainkan dan bagai anak kecil maupun dewasa sangat menghibur saat kita kesepian maupun galu daan sangan membantu mencari teman,gem ini sangat bagus untuk dimainkan dan bagai anak kecil maupun dewasa sangat menghibur saat kita kesepian maupun galu daan sangan membantu mencari teman,gem ini sangat bagus untuk dimainkan dan bagai anak kecil maupun dewasa sangat menghibur saat kita kesepian maupun galu daan sangan membantu mencari teman,"['gem', 'ini', 'sangat', 'bagus', 'untuk', 'dimainkan', 'dan', 'bagai', 'anak', 'kecil', 'maupun', 'dewasa', 'sangat', 'menghibur', 'saat', 'kita', 'kesepian', 'maupun', 'galu', 'daan', 'sangan', 'membantu', 'mencari', 'teman']","['gem', 'bagus', 'dimainkan', 'anak', 'dewasa', 'menghibur', 'kesepian', 'galu', 'daan', 'sangan', 'membantu', 'mencari', 'teman']",gem bagus dimainkan anak dewasa menghibur kesepian galu daan sangan membantu mencari teman,negative
